STATE,QVALUE,AI SUGGESTED ACTION,PLAYER HAND SIZE,PLAYER HAND VALUE,DEALER HAND SIZE,DEALER HAND VALUE,GAME RESULT,SKYNET HANDLE
null,0.9,0,0.0#0.0#6.68#15.9#true#GreedySkynet
null,-0.9,0,6.68#15.9#6.68#15.9#false#GreedySkynet
null,-0.9,0,6.68#15.9#6.67#15.88#false#GreedySkynet
null,0.9,0,6.67#15.88#6.66#15.86#false#GreedySkynet
null,-0.9,0,6.66#15.86#6.66#15.86#false#GreedySkynet
null,-0.9,0,6.66#15.86#6.6#15.71#false#GreedySkynet
null,-0.9,0,6.6#15.71#6.56#15.62#false#GreedySkynet
null,-0.9,0,6.56#15.62#6.57#15.64#true#GreedySkynet
null,0.9,0,6.57#15.64#6.57#15.64#false#GreedySkynet
null,-0.9,0,6.57#15.64#6.61#15.74#true#GreedySkynet
null,-0.9,0,6.61#15.74#6.64#15.81#true#GreedySkynet
null,0.9,0,6.64#15.81#6.6#15.71#false#GreedySkynet
null,0.9,0,6.6#15.71#6.6#15.71#false#GreedySkynet
null,-0.9,0,6.6#15.71#6.68#15.9#true#GreedySkynet
null,-0.9,0,6.68#15.9#6.68#15.9#false#GreedySkynet
null,-0.9,0,6.68#15.9#6.7#15.95#true#GreedySkynet
null,0.9,0,6.7#15.95#6.75#16.07#true#GreedySkynet
null,0.9,0,6.75#16.07#6.8#16.19#true#GreedySkynet
null,0.9,0,6.8#16.19#6.8#16.19#false#GreedySkynet
null,-0.9,0,6.8#16.19#6.81#16.21#true#GreedySkynet
null,0.9,0,6.81#16.21#6.8#16.19#false#GreedySkynet
null,-0.9,0,6.8#16.19#6.74#16.05#false#GreedySkynet
null,-0.9,0,6.74#16.05#6.57#15.64#false#GreedySkynet
null,0.9,0,6.57#15.64#6.67#15.88#true#GreedySkynet
null,-0.9,0,6.67#15.88#6.62#15.76#false#GreedySkynet
null,-0.9,0,6.62#15.76#6.6#15.71#false#GreedySkynet
null,0.9,0,6.6#15.71#6.64#15.81#true#GreedySkynet
null,-0.9,0,6.64#15.81#6.7#15.95#true#GreedySkynet
null,-0.9,0,6.7#15.95#6.7#15.95#false#GreedySkynet
null,0.9,0,6.7#15.95#6.68#15.9#false#GreedySkynet
null,-0.9,0,6.68#15.9#6.61#15.74#false#GreedySkynet
null,0.9,0,6.61#15.74#6.57#15.64#false#GreedySkynet
null,0.9,0,6.57#15.64#6.58#15.67#true#GreedySkynet
null,0.9,0,6.58#15.67#6.57#15.64#false#GreedySkynet
null,0.9,0,6.57#15.64#6.62#15.76#true#GreedySkynet
null,-0.9,0,6.62#15.76#6.65#15.83#true#GreedySkynet
null,-0.9,0,6.65#15.83#6.65#15.83#false#GreedySkynet
null,-0.9,0,6.65#15.83#6.75#16.07#true#GreedySkynet
null,0.9,0,6.75#16.07#6.89#16.4#true#GreedySkynet
null,-0.9,0,6.89#16.4#6.75#16.07#false#GreedySkynet
null,-0.9,0,6.75#16.07#6.86#13.45#true#GreedySkynet
null,0.9,0,6.86#13.45#6.85#13.43#false#GreedySkynet
null,-0.9,0,6.85#13.43#6.78#13.29#false#GreedySkynet
null,-0.9,0,6.78#13.29#6.8#13.33#true#GreedySkynet
null,0.9,0,6.8#13.33#6.82#13.37#true#GreedySkynet
null,-0.9,0,6.82#13.37#6.82#13.37#false#GreedySkynet
null,-0.9,0,6.82#13.37#6.74#13.22#false#GreedySkynet
null,0.9,0,6.74#13.22#6.7#13.14#false#GreedySkynet
null,-0.9,0,6.7#13.14#6.72#13.18#true#GreedySkynet
null,-0.9,0,6.72#13.18#6.7#13.14#false#GreedySkynet
null,0.9,0,6.7#13.14#6.65#13.04#false#GreedySkynet
null,0.9,0,6.65#13.04#6.69#13.12#true#GreedySkynet
null,-0.9,0,6.69#13.12#6.66#13.06#false#GreedySkynet
null,0.9,0,6.66#13.06#6.68#13.1#true#GreedySkynet
null,-0.9,0,6.68#13.1#6.69#13.12#true#GreedySkynet
null,-0.9,0,6.69#13.12#6.58#12.9#false#GreedySkynet
null,0.9,0,6.58#12.9#6.66#13.06#true#GreedySkynet
null,0.9,0,6.66#13.06#6.68#13.1#true#GreedySkynet
null,0.9,0,6.68#13.1#6.69#13.12#true#GreedySkynet
null,0.9,0,6.69#13.12#6.66#13.06#false#GreedySkynet
null,0.9,0,6.66#13.06#6.7#13.14#true#GreedySkynet
null,-0.9,0,6.7#13.14#6.69#13.12#false#GreedySkynet
null,-0.9,0,6.69#13.12#6.7#13.14#true#GreedySkynet
null,0.9,0,6.7#13.14#6.66#13.06#false#GreedySkynet
null,0.9,0,6.66#13.06#6.7#13.14#true#GreedySkynet
null,0.9,0,6.7#13.14#6.66#13.06#false#GreedySkynet
null,0.9,0,6.66#13.06#6.62#12.98#false#GreedySkynet
null,0.9,0,6.62#12.98#6.68#13.1#true#GreedySkynet
null,0.9,0,6.68#13.1#6.67#13.08#false#GreedySkynet
null,-0.9,0,6.67#13.08#6.73#13.2#true#GreedySkynet
null,-0.9,0,6.73#13.2#6.73#13.2#false#GreedySkynet
null,-0.9,0,6.73#13.2#6.7#13.14#false#GreedySkynet
null,0.9,0,6.7#13.14#6.72#13.18#true#GreedySkynet
null,0.9,0,6.72#13.18#6.75#13.24#true#GreedySkynet
null,0.9,0,6.75#13.24#6.79#13.31#true#GreedySkynet
null,0.9,0,6.79#13.31#6.89#13.51#true#GreedySkynet
null,0.9,0,6.89#13.51#6.99#13.71#true#GreedySkynet
null,-0.9,0,6.99#13.71#6.94#13.61#false#GreedySkynet
null,0.9,0,6.94#13.61#6.91#13.55#false#GreedySkynet
null,0.9,0,6.91#13.55#6.9#13.53#false#GreedySkynet
null,0.9,0,6.9#13.53#6.87#13.47#false#GreedySkynet
null,-0.9,0,6.87#13.47#6.88#13.49#true#GreedySkynet
null,0.9,0,6.88#13.49#6.95#13.63#true#GreedySkynet
null,-0.9,0,6.95#13.63#6.96#13.65#true#GreedySkynet
null,0.9,0,6.96#13.65#6.97#13.67#true#GreedySkynet
null,-0.9,0,6.97#13.67#7.05#13.82#true#GreedySkynet
null,0.9,0,7.05#13.82#7.01#13.75#false#GreedySkynet
null,-0.9,0,7.01#13.75#7.09#13.9#true#GreedySkynet
null,-0.9,0,7.09#13.9#7.04#13.8#false#GreedySkynet
null,-0.9,0,7.04#13.8#7.09#13.9#true#GreedySkynet
null,0.9,0,7.09#13.9#6.65#13.04#false#GreedySkynet
null,0.9,0,6.65#13.04#6.65#13.04#false#GreedySkynet
null,-0.9,0,6.65#13.04#6.55#12.84#false#GreedySkynet
null,0.9,0,6.55#12.84#6.52#12.78#false#GreedySkynet
null,-0.9,0,6.52#12.78#6.52#12.78#false#GreedySkynet
null,-0.9,0,6.52#12.78#6.52#12.78#false#GreedySkynet
null,-0.9,0,6.52#12.78#6.46#12.67#false#GreedySkynet
null,-0.9,0,6.46#12.67#6.43#12.61#false#GreedySkynet
null,0.9,0,6.43#12.61#6.39#12.53#false#GreedySkynet
null,0.9,0,6.39#12.53#6.35#12.45#false#GreedySkynet
