02.08.2017;7.36;14.43
03.08.2017;7.40;14.51
04.08.2017;7.30;14.31
07.08.2017;7.36;14.43
08.08.2017;7.34;14.39
09.08.2017;7.40;14.51
10.08.2017;7.37;14.45
11.08.2017;7.37;14.45
14.08.2017;7.32;14.35
15.08.2017;7.28;14.27
16.08.2017;7.34;14.39
17.08.2017;7.33;14.37
18.08.2017;7.14;14.00
21.08.2017;7.25;14.22
22.08.2017;7.30;14.31
23.08.2017;7.35;14.41
24.08.2017;7.38;14.47
25.08.2017;7.39;14.49
28.08.2017;7.38;14.47
29.08.2017;7.37;14.45
30.08.2017;7.36;14.43
31.08.2017;7.44;14.59
01.09.2017;7.42;14.55
04.09.2017;7.39;14.49
05.09.2017;7.51;14.73
06.09.2017;7.40;14.51
07.09.2017;7.30;14.31
08.09.2017;7.55;14.80
11.09.2017;7.52;14.75
12.09.2017;7.57;14.84
13.09.2017;7.50;14.71
14.09.2017;7.59;14.88
15.09.2017;7.31;14.33
18.09.2017;7.42;14.55
19.09.2017;7.36;14.43
20.09.2017;7.55;14.80
21.09.2017;7.36;14.43
22.09.2017;7.60;14.90
25.09.2017;7.47;14.65
26.09.2017;7.60;14.90
27.09.2017;7.51;14.73
28.09.2017;7.59;14.88
29.09.2017;7.55;14.80
02.10.2017;7.50;14.71
03.10.2017;7.80;15.29
04.10.2017;7.75;15.20
05.10.2017;7.75;15.20
06.10.2017;7.95;15.59
09.10.2017;7.80;15.29
10.10.2017;7.81;15.31
11.10.2017;8.00;15.69
12.10.2017;8.05;15.78
13.10.2017;8.69;17.04
16.10.2017;8.69;17.04
17.10.2017;8.80;17.25
18.10.2017;8.87;17.39
19.10.2017;8.52;16.71
20.10.2017;8.89;17.43
23.10.2017;9.15;17.94
24.10.2017;9.02;17.69
25.10.2017;8.97;17.59
26.10.2017;9.12;17.88
27.10.2017;9.00;17.65
30.10.2017;9.04;17.73
31.10.2017;8.94;17.53
01.11.2017;9.00;17.65
02.11.2017;8.99;17.63
